Site	truth	ReDD
chr12-100627374	0.41	0.16666666666666666
chr12-100627379	0.12	0.0
chr12-100627414	0.62	0.5
chr12-100627416	0.2	0.16666666666666666
chr12-100627436	0.06	0.4
chr12-100627457	0.1	0.0
chr12-100627487	0.14	0.0
chr12-100627498	0.19	0.0
chr12-100627552	0.04	0.5
chr12-107733527	0.33	0.17391304347826086
chr12-109851782	0.02	0.0
chr12-109851944	0.03	0.12
chr12-109852121	0.03	0.65
chr12-111840388	0.01	0.42105263157894735
chr12-111840427	0.01	0.5789473684210527
chr12-117031450	0.03	0.0
chr12-117031458	0.07	0.6
chr12-117031459	0.07	0.6
chr12-117031499	0.39	0.0
chr12-117031512	0.09	0.0
chr12-117031552	0.09	0.2
chr12-117031554	0.03	0.0
chr12-117031555	0.04	0.0
chr12-117031563	0.17	0.0
chr12-117031564	0.15	0.0
chr12-117031567	0.2	0.8
chr12-117031593	0.24	0.2
chr12-117031599	0.04	0.0
chr12-117031600	0.82	0.2
chr12-117031664	0.15	0.0
chr12-117031666	0.18	0.0
chr12-118032521	0.02	0.13333333333333333
chr12-118032545	0.03	0.0625
chr12-118032571	0.02	0.0625
chr12-120460751	0.04	0.5714285714285714
chr12-120460794	0.01	0.07142857142857142
chr12-120460828	0.03	0.0
chr12-120460839	0.02	0.0625
chr12-120460842	0.06	0.1875
chr12-120460854	0.03	0.0
chr12-120460855	0.06	0.0
chr12-120460858	0.12	0.0625
chr12-120460884	0.04	0.7777777777777778
chr12-120460894	0.18	0.16666666666666666
chr12-120460907	0.01	0.0
chr12-120460911	0.87	0.7368421052631579
chr12-120460916	0.01	0.0
chr12-120460925	0.1	0.10526315789473684
chr12-120460926	0.21	0.21052631578947367
chr12-120461140	0.22	0.14814814814814814
chr12-120461175	0.07	0.8928571428571429
chr12-120461182	0.01	0.034482758620689655
chr12-120461195	0.1	0.20689655172413793
chr12-120461196	0.27	0.5517241379310345
chr12-120461208	0.9	0.6896551724137931
chr12-120461226	0.03	0.1
chr12-120461261	0.03	0.0
chr12-120461262	0.02	0.0
chr12-120461276	0.03	0.06666666666666667
chr12-120461365	0.03	0.4
chr12-121002964	0.02	0.18181818181818182
chr12-121003151	0.03	0.7272727272727273
chr12-122769636	0.01	0.5789473684210527
chr12-122769646	0.01	0.1724137931034483
chr12-122769757	0.01	0.1206896551724138
chr12-122769767	0.01	0.03389830508474576
chr12-122769779	0.01	0.01694915254237288
chr12-123661387	0.01	0.4666666666666667
chr12-123661393	0.01	0.13333333333333333
chr12-123661440	0.01	0.0625
chr12-123661526	0.01	0.125
chr12-123661530	0.07	0.125
chr12-123661543	0.01	0.0
chr12-123661548	0.45	0.3888888888888889
chr12-123661550	0.01	0.0
chr12-123661553	0.06	0.0
chr12-123661566	0.01	0.35294117647058826
chr12-123661590	0.02	0.42105263157894735
chr12-123661770	0.01	0.038461538461538464
chr12-123661809	0.01	0.03333333333333333
chr12-123661824	0.01	0.034482758620689655
chr12-123661825	0.03	0.06896551724137931
chr12-123662009	0.02	0.65625
chr12-123662014	0.01	0.125
chr12-123662018	0.01	0.2903225806451613
chr12-123662022	0.04	0.5483870967741935
chr12-123662035	0.01	0.125
chr12-123662049	0.01	0.1724137931034483
chr12-123662054	0.02	0.6774193548387096
chr12-125029259	0.02	0.6
chr12-125029327	0.06	0.0
chr12-125029411	0.02	0.8
chr12-132721316	0.01	0.08695652173913043
chr12-132721328	0.01	0.4782608695652174
chr12-132721344	0.01	0.13043478260869565
chr12-132721375	0.02	0.041666666666666664
chr12-132721388	0.12	0.08333333333333333
chr12-132721417	0.01	0.0
chr12-132721430	0.01	0.0
chr12-132721434	0.01	0.0
chr12-132721435	0.02	0.04
chr12-132721436	0.03	0.041666666666666664
chr12-132721439	0.04	0.04
chr12-132721441	0.01	0.04
chr12-132721448	0.03	0.04
chr12-132721471	0.02	0.13636363636363635
chr12-132721473	0.04	0.047619047619047616
chr12-132721509	0.27	0.375
chr12-132721535	0.15	0.18518518518518517
chr12-132721539	0.04	0.037037037037037035
chr12-132721668	0.13	0.14285714285714285
chr12-132721689	0.06	0.8275862068965517
chr12-132721706	0.02	0.034482758620689655
chr12-132721717	0.02	0.8275862068965517
chr12-132721753	0.47	0.13793103448275862
chr12-132721769	0.03	0.0
chr12-132721772	0.01	0.10344827586206896
chr12-132721773	0.01	0.1724137931034483
chr12-132721825	0.01	0.4
chr12-132721837	0.35	0.06451612903225806
chr12-132721879	0.02	0.0
chr12-132722331	0.02	0.047619047619047616
chr12-132722352	0.04	0.09302325581395349
chr12-132722416	0.05	0.21428571428571427
chr12-132722417	0.02	0.07142857142857142
chr12-132722430	0.01	0.29545454545454547
chr13-19672201	0.04	0.3333333333333333
chr13-19672219	0.59	0.16666666666666666
chr13-19672245	0.06	0.8333333333333334
chr13-19672262	0.3	0.3333333333333333
chr13-19672406	0.03	0.0
chr13-19672889	0.05	0.0
chr13-19672935	0.14	0.9
chr13-19672976	0.15	0.0
chr13-21178635	0.03	1.0
chr13-21178656	0.03	0.25
chr13-21178659	0.05	0.0
chr13-21178660	0.03	0.0
chr13-25340875	0.01	0.041666666666666664
chr13-27547667	0.06	0.5
chr13-29512885	0.34	0.09090909090909091
chr13-30457811	0.31	0.0
chr13-32399024	0.28	0.0
chr13-32399884	0.02	0.6666666666666666
chr13-32399925	0.07	0.1111111111111111
chr13-32399996	0.28	0.1111111111111111
chr13-32400006	0.03	0.4444444444444444
chr13-32400020	0.08	0.0
chr13-32400038	0.22	0.45454545454545453
chr13-32400047	0.07	0.18181818181818182
chr13-40811342	0.33	0.2
chr13-40811358	0.66	0.3333333333333333
chr13-40811368	0.74	0.8333333333333334
chr13-40811369	0.77	0.8333333333333334
chr13-40811378	0.1	0.16666666666666666
chr13-40811382	0.12	0.6666666666666666
chr13-40811391	0.13	0.0
chr13-40811395	0.21	0.4
chr13-40811401	0.56	0.2
chr13-40811409	0.09	0.16666666666666666
chr13-40811421	0.28	0.5
chr13-40811434	0.22	0.0
chr13-40811435	0.48	0.0
chr13-45032436	0.48	0.9090909090909091
chr13-45334031	0.42	0.0
chr13-45334037	0.11	0.0
chr13-45334096	0.1	0.0
chr13-45334100	0.1	0.0
chr13-45334193	0.09	0.0
chr13-48046842	0.01	0.2553191489361702
chr13-49913165	0.03	0.0
chr13-49913177	0.54	0.3
chr13-49913178	0.25	0.2
chr13-49913187	0.03	0.0
chr13-49913200	0.07	0.3
chr13-49913203	0.29	0.0
chr13-49913254	0.12	0.9
chr13-49913257	0.2	0.2
chr13-49913298	0.39	0.0
chr13-49913308	0.97	0.4444444444444444
chr13-49913333	0.1	0.0
chr13-49913337	0.25	0.3333333333333333
chr13-49913344	0.73	0.4444444444444444
chr13-49913376	0.11	0.75
chr13-49913389	0.57	0.7142857142857143
chr13-49913398	0.14	0.14285714285714285
chr13-49913565	0.27	0.4
chr13-49913595	0.23	0.0
chr14-19100371	0.1	0.18181818181818182
chr14-19105707	0.01	0.11764705882352941
chr14-21460331	0.03	0.15384615384615385
chr14-21460342	0.05	0.3076923076923077
chr14-21460402	0.1	0.23076923076923078
chr14-21460405	0.02	0.375
chr14-21460419	0.2	0.8461538461538461
chr14-21460485	0.04	0.08333333333333333
chr14-21460523	0.16	0.5
chr14-21460541	0.06	0.5
chr14-21460547	0.25	0.08333333333333333
chr14-21460687	0.18	0.0
chr14-21460692	0.49	0.0
chr14-21460735	0.03	0.0
chr14-21460751	0.54	0.75
chr14-21460752	0.23	0.875
chr14-21460781	0.02	0.0
chr14-21460783	0.03	0.0
chr14-21460837	0.08	0.375
chr14-21460839	0.56	0.8571428571428571
chr14-21460840	0.18	0.0
chr14-21460855	0.13	0.0
chr14-21460877	0.01	0.0
chr14-21460885	0.41	0.8571428571428571
chr14-21460886	0.1	0.7142857142857143
chr14-22834580	0.03	0.46551724137931033
chr14-22834610	0.03	0.0
chr14-22834687	0.03	0.14754098360655737
chr14-22834728	0.04	0.43548387096774194
chr14-22834767	0.05	0.0967741935483871
chr14-22834793	0.04	0.03278688524590164
chr14-22972186	0.14	0.06818181818181818
chr14-22972907	0.1	0.0
chr14-22972913	0.11	0.02702702702702703
chr14-22972932	0.1	0.08108108108108109
chr14-22972940	0.39	0.0
chr14-22972941	0.19	0.13513513513513514
chr14-23296474	0.16	0.16666666666666666
chr14-23296549	0.25	0.6666666666666666
chr14-23296557	0.13	0.0
chr14-23296623	0.07	0.0
chr14-23940420	0.02	0.0
chr14-23940512	0.01	0.16666666666666666
chr14-23940619	0.02	0.3333333333333333
chr14-31447256	0.3	0.7272727272727273
chr14-31447564	0.05	0.0
chr14-31447576	0.23	0.2
chr14-31447577	0.16	0.0
chr14-31447578	0.08	0.0
chr14-31860027	0.04	0.625
chr14-31860141	0.06	0.1111111111111111
chr14-31860183	0.03	0.5555555555555556
chr14-35082237	0.03	0.2857142857142857
chr14-35082252	0.04	0.375
chr14-50245865	0.01	0.5
chr14-50245887	0.01	0.0
chr14-50245959	0.02	0.16666666666666666
chr14-50245999	0.04	0.16666666666666666
chr14-50246001	0.1	0.16666666666666666
chr14-50246011	0.05	1.0
chr14-50246022	0.11	0.0
chr14-50246023	0.08	0.16666666666666666
chr14-50246060	0.18	0.3333333333333333
chr14-50246061	0.02	0.3333333333333333
chr14-50327566	0.04	0.0
chr14-50327582	0.03	0.0
chr14-50327594	0.07	1.0
chr14-50327604	0.38	0.6
chr14-50327606	0.04	0.6
chr14-50327620	0.03	0.0
chr14-50327630	0.04	0.2
chr14-50327645	0.24	0.4
chr14-50327648	0.06	0.6
chr14-50327674	0.09	0.0
chr14-50327693	0.05	0.0
chr14-50634487	0.01	0.041666666666666664
chr14-50634545	0.01	0.0
chr14-52643014	0.18	0.0
chr14-52775636	0.12	0.037037037037037035
chr14-52775687	0.01	0.2222222222222222
chr14-52775707	0.11	0.037037037037037035
chr14-52775758	0.03	0.04
chr14-52775763	0.02	0.0
chr14-52775770	0.08	0.5384615384615384
chr14-52775773	0.02	0.038461538461538464
chr14-52775800	0.09	0.08
chr14-52775831	0.02	0.8076923076923077
chr14-52775850	0.06	0.0
chr14-52775864	0.01	0.0
chr14-52775921	0.08	0.0
chr14-52775933	0.16	0.1
chr14-52775934	0.02	0.1
chr14-52775935	0.01	0.05
chr14-52775956	0.01	0.23809523809523808
chr14-52776028	0.02	0.05263157894736842
chr14-52776050	0.01	0.0
chr14-52776141	0.06	0.29411764705882354
chr14-52776616	0.02	0.0
chr14-52776618	0.01	0.0
chr14-52776652	0.01	0.0
chr14-52776653	0.01	0.0
chr14-52776666	0.01	0.0
chr14-52776671	0.02	0.0
chr14-52776676	0.72	0.5
chr14-52776680	0.05	0.625
chr14-52776684	0.04	0.125
chr14-52776688	0.14	0.0
chr14-52776693	0.26	0.875
chr14-52776694	0.19	0.75
chr14-52776720	0.09	0.14285714285714285
chr14-52776724	0.01	0.0
chr14-52776725	0.01	0.0
chr14-52776727	0.01	0.0
chr14-52776760	0.01	0.0
chr14-52776770	0.04	0.0
chr14-52776784	0.01	0.0
chr14-52776789	0.02	0.8333333333333334
chr14-52776797	0.01	0.0
chr14-52776822	0.02	0.0
chr14-52776827	0.22	0.8
chr14-52776836	0.25	0.0
chr14-55367486	0.24	0.4
chr14-55367492	0.72	0.6
chr14-55367498	0.28	0.0
chr14-55367499	0.35	0.0
chr14-55367500	0.15	0.0
chr14-55367521	0.12	0.2
chr14-55367551	0.18	0.0
chr14-55367577	0.24	0.0
chr14-55367578	0.61	0.4
chr14-55367649	0.15	0.2
chr14-55367658	0.31	0.4
chr14-55367661	0.22	0.0
chr14-55367697	0.04	0.0
chr14-55367711	0.19	0.0
chr14-55367730	0.25	0.8
chr14-58235003	0.1	0.8
chr14-58235025	0.11	0.8
chr14-58267137	0.01	0.8
chr14-58267138	0.01	0.6
chr14-61795894	0.4	0.0
chr14-61796081	0.06	0.7142857142857143
chr14-64934198	0.04	0.0
chr14-64934298	0.06	0.0625
chr14-70367338	0.04	0.375
chr14-70367396	0.08	0.375
chr14-70367399	0.06	0.25
chr14-70367450	0.12	0.125
chr14-70369208	0.05	0.0
chr14-70369354	0.3	0.6
chr14-73885027	0.07	0.0
chr14-73885065	0.05	0.07692307692307693
chr14-73885103	0.02	0.3076923076923077
chr14-73885106	0.03	0.0
chr14-73885114	0.02	0.07692307692307693
chr14-73885137	0.03	0.0
chr14-73885138	0.03	0.0
chr14-73885142	0.04	0.38461538461538464
chr14-73885160	0.07	0.3076923076923077
chr14-73885168	0.09	0.6923076923076923
chr14-73885169	0.14	0.6923076923076923
chr14-73885174	0.15	0.0
chr14-73885182	0.11	0.9230769230769231
chr14-73885209	0.02	0.07692307692307693
chr14-74058062	0.04	0.0
chr14-74058071	0.24	0.16666666666666666
chr14-74058083	0.13	0.0
chr14-74058084	0.1	0.0
chr14-74058138	0.31	1.0
chr14-74058146	0.05	0.16666666666666666
chr14-74058160	0.05	0.5
chr14-74058205	0.06	0.0
chr14-74058241	0.15	0.0
chr14-74058244	0.09	0.0
chr14-74058319	0.03	0.0
chr14-74736145	0.01	0.0
chr14-74736153	0.14	0.5714285714285714
chr14-74736154	0.07	0.5714285714285714
chr14-74736297	0.08	0.08333333333333333
chr14-74736318	0.03	0.3076923076923077
chr14-74736353	0.05	0.0
chr14-74736364	0.43	0.0
chr14-74736394	0.09	0.0
chr14-89795075	0.43	0.0
chr14-89795081	0.12	0.125
chr14-89795110	0.16	0.0
chr14-89795116	0.54	0.875
chr14-89795492	0.85	0.6
chr14-92118862	0.09	0.2
chr14-92118874	0.07	0.4
chr14-92118891	0.19	0.0
chr14-92118892	0.04	0.0
chr14-92118911	0.04	0.4
chr14-92118922	0.27	0.8
chr14-92162933	0.01	0.0
chr14-92163016	0.03	0.2
chr14-92163021	0.01	0.4666666666666667
chr14-92163029	0.01	0.06666666666666667
chr14-92163093	0.01	0.4666666666666667
chr14-92163124	0.01	0.5882352941176471
chr14-92163165	0.01	0.0
chr14-92163184	0.01	0.17647058823529413
chr14-92163188	0.01	0.0
chr14-92163811	0.01	0.0
chr14-92163830	0.01	0.08333333333333333
chr14-92163860	0.01	0.9166666666666666
chr14-92163892	0.01	0.16666666666666666
chr14-96090407	0.14	0.0
chr14-96090410	0.1	0.0
chr14-103590740	0.04	0.42105263157894735
chr14-103590783	0.03	0.5263157894736842
chr14-103694332	0.02	0.0
chr14-105469265	0.4	0.0
chr15-32638332	0.02	0.0
chr15-32638345	0.01	0.8333333333333334
chr15-34980611	0.01	1.0
chr15-40419346	0.01	0.0
chr15-40419351	0.01	0.0
chr15-40419390	0.01	0.4
chr15-40419391	0.04	0.0
chr15-40419423	0.01	0.0
chr15-40419432	0.01	0.0
chr15-40419519	0.02	0.0
chr15-40419557	0.02	0.375
chr15-40419663	0.01	0.375
chr15-40419679	0.01	0.0
chr15-40419716	0.01	0.25
chr15-40419759	0.02	0.6666666666666666
chr15-40419791	0.01	0.0
chr15-40419942	0.01	0.0
chr15-40419957	0.02	0.7
chr15-40419961	0.01	0.6
chr15-40420036	0.01	0.3
chr15-40420045	0.01	0.09090909090909091
chr15-40663103	0.06	0.2
chr15-40663124	0.32	0.0
chr15-40663129	0.96	0.8
chr15-40663139	0.03	0.0
chr15-40663140	0.51	0.0
chr15-40663189	0.13	0.5
chr15-40663201	0.3	0.0
chr15-40663225	0.05	0.3333333333333333
chr15-40663241	0.42	0.3333333333333333
chr15-40663247	0.54	0.16666666666666666
chr15-40663248	0.04	0.0
chr15-40663266	0.81	0.6666666666666666
chr15-40663318	0.08	0.0
chr15-40663319	0.1	0.0
chr15-40663328	0.03	0.16666666666666666
chr15-41281139	0.01	0.25
chr15-41298895	0.01	0.0
chr15-41299144	0.71	0.16666666666666666
chr15-41299148	0.02	0.0
chr15-41299194	0.02	0.0
chr15-41299199	0.03	0.0
chr15-41299219	0.12	0.16666666666666666
chr15-41299220	0.17	0.16666666666666666
chr15-41299245	0.01	0.3333333333333333
chr15-41299253	0.17	0.6666666666666666
chr15-41299259	0.02	0.5
chr15-41305278	0.02	0.0
chr15-41305282	0.01	0.0
chr15-41305286	0.09	0.0
chr15-41305292	0.01	0.0
chr15-41305345	0.08	0.0
chr15-41305376	0.04	0.45454545454545453
chr15-41305379	0.55	0.7272727272727273
chr15-41305405	0.04	0.0
chr15-41305418	0.01	0.0
chr15-41305459	0.05	0.16666666666666666
chr15-41305471	0.05	0.25
chr15-41305473	0.03	0.0
chr15-42532150	0.09	0.19047619047619047
chr15-42532166	0.02	0.09523809523809523
chr15-42532171	0.04	0.19047619047619047
chr15-42532172	0.04	0.14285714285714285
chr15-42532195	0.01	0.23809523809523808
chr15-42532220	0.01	0.7
chr15-42532256	0.02	0.0
chr15-42532297	0.05	0.0
chr15-42532359	0.01	0.2857142857142857
chr15-42542976	0.05	0.16666666666666666
chr15-42542982	0.05	0.3333333333333333
chr15-42543008	0.11	1.0
chr15-42543009	0.07	1.0
chr15-42543035	0.06	0.16666666666666666
chr15-42543044	0.09	0.3333333333333333
chr15-42567584	0.04	0.6
chr15-42567644	0.01	0.0
chr15-42567705	0.03	0.0
chr15-42567724	0.14	0.8333333333333334
chr15-42567750	0.04	0.0
chr15-42567752	0.02	0.0
chr15-42567788	0.07	0.8333333333333334
chr15-42567882	0.23	0.16666666666666666
chr15-42567905	0.02	0.0
chr15-42567922	0.04	0.3333333333333333
chr15-42567937	0.04	0.0
chr15-42569459	0.02	0.0
chr15-42569507	0.2	0.2
chr15-42569541	0.11	0.2
chr15-42569542	0.14	0.2
chr15-42569569	0.06	0.0
chr15-45607526	0.01	0.20833333333333334
chr15-45607564	0.01	0.0
chr15-45607565	0.02	0.0
chr15-45607652	0.02	0.6538461538461539
chr15-45607662	0.02	0.11538461538461539
chr15-45607685	0.01	0.0
chr15-45607717	0.02	0.34615384615384615
chr15-45607783	0.01	0.0
chr15-50370340	0.01	0.6666666666666666
chr15-50370406	0.01	0.0
chr15-50370416	0.01	0.5714285714285714
chr15-50370426	0.01	0.0
chr15-50370483	0.01	0.42857142857142855
chr15-50370509	0.01	0.14285714285714285
chr15-50370524	0.01	0.14285714285714285
chr15-50370731	0.01	0.5714285714285714
chr15-52121714	0.06	0.07692307692307693
chr15-55317430	0.02	0.0
chr15-55317443	0.03	0.2
chr15-55317452	0.15	0.6
chr15-55317453	0.11	0.3
chr15-56430952	0.42	0.4
chr15-56431041	0.3	1.0
chr15-56431098	0.39	0.4
chr15-60422271	0.04	1.0
chr15-60422303	0.04	0.0
chr15-60422363	0.02	0.0
chr15-60422369	0.02	0.0
chr15-60422390	0.03	0.2
chr15-60422701	0.11	0.2
chr15-60422715	0.04	0.0
chr15-60422717	0.4	0.2
chr15-60422727	0.6	0.8
chr15-64364683	0.03	0.0
chr15-64364688	0.04	0.0
chr15-64364759	0.03	0.0625
chr15-64364783	0.03	0.0
chr15-64364798	0.06	0.0
chr15-64364825	0.07	0.5333333333333333
chr15-64364863	0.03	0.0
chr15-64364869	0.06	0.0
chr15-64364904	0.05	0.0
chr15-64365135	0.04	0.0
chr15-64365167	0.03	0.8333333333333334
chr15-64365207	0.02	0.18181818181818182
chr15-64365275	0.03	0.5
chr15-65117616	0.02	0.05
chr15-65117670	0.02	0.75
chr15-65117755	0.01	0.0
chr15-65117764	0.01	0.3684210526315789
chr15-65149216	0.03	0.1111111111111111
chr15-65149228	0.16	0.0
chr15-65149311	0.07	0.2222222222222222
chr15-65149326	0.03	0.0
chr15-65149392	0.05	0.5555555555555556
chr15-65149439	0.33	0.8571428571428571
chr15-65149617	0.2	0.14285714285714285
chr15-65149618	0.08	0.0
chr15-65149697	0.14	0.6
chr15-65149712	0.18	0.14285714285714285
chr15-65149760	0.28	0.14285714285714285
chr15-66333542	0.04	0.0
chr15-66333543	0.04	0.0
chr15-66333608	0.01	0.9090909090909091
chr15-66333658	0.01	0.0
chr15-66333686	0.01	0.09090909090909091
chr15-66336297	0.08	0.3076923076923077
chr15-66336309	0.06	0.0
chr15-66336332	0.01	0.07692307692307693
chr15-66336343	0.02	0.0
chr15-66336351	0.02	0.5384615384615384
chr15-66336371	0.2	0.07692307692307693
chr15-66336374	0.02	0.0
chr15-66336381	0.01	0.15384615384615385
chr15-66336391	0.03	0.15384615384615385
chr15-66336432	0.07	0.45454545454545453
chr15-66336442	0.18	0.8461538461538461
chr15-66336467	0.13	0.0
chr15-66336471	0.05	0.16666666666666666
chr15-66336508	0.14	0.0
chr15-66336540	0.02	0.9166666666666666
chr15-72591101	0.64	0.4
chr15-72591102	0.52	0.4
chr15-72591107	0.13	0.0
chr15-78500036	0.02	0.95
chr15-82834063	0.06	0.0
chr15-83005332	0.05	0.15384615384615385
chr15-83005357	0.01	0.38461538461538464
chr15-83005358	0.3	0.6538461538461539
chr15-83005361	0.01	0.0
chr15-83005387	0.04	0.36
chr15-83005396	0.02	0.38461538461538464
chr15-83005406	0.02	0.19230769230769232
chr15-83005417	0.01	0.11538461538461539
chr15-83005422	0.06	0.6538461538461539
chr15-83005423	0.02	0.6923076923076923
chr15-83005445	0.03	0.0
chr15-83005449	0.04	0.5384615384615384
chr15-83005466	0.01	0.24
chr15-83005472	0.05	0.2692307692307692
chr15-83005485	0.08	0.07692307692307693
chr15-83005491	0.03	0.038461538461538464
chr15-83005497	0.03	0.0
chr15-83005500	0.01	0.0
chr15-83005508	0.01	0.34615384615384615
chr15-83005511	0.03	0.19230769230769232
chr15-83005516	0.01	0.2692307692307692
chr15-83005556	0.01	0.5384615384615384
chr15-83134422	0.05	0.7142857142857143
chr15-84623227	0.07	0.2
chr15-84623299	0.07	0.6666666666666666
chr15-84641585	0.12	0.0
chr15-84641599	0.51	0.3333333333333333
chr15-84641603	0.03	0.0
chr15-84641611	0.06	0.4444444444444444
chr15-84641629	0.02	0.0
chr15-84641638	0.17	0.6666666666666666
chr15-84641642	0.18	0.1111111111111111
chr15-84641651	0.06	0.7777777777777778
chr15-84641671	0.1	0.2222222222222222
chr15-84641710	0.04	0.0
chr15-84641720	0.02	0.6666666666666666
chr15-84641735	0.06	0.1111111111111111
chr15-84641786	0.03	0.0
chr15-84641808	0.09	0.1111111111111111
chr15-84641810	0.05	0.1111111111111111
chr15-84641974	0.16	0.6666666666666666
chr15-84642085	0.02	0.25
chr15-84642148	0.02	0.0
chr15-84642157	0.02	0.0
chr15-84642160	0.02	0.0
chr15-84642202	0.01	0.0
chr15-84642228	0.04	1.0
chr15-84642232	0.05	0.0
chr15-84642240	0.02	0.14285714285714285
chr15-84642257	0.33	0.42857142857142855
chr15-84642258	0.05	0.0
chr15-84642271	0.05	0.0
chr15-84642277	0.09	0.0
chr15-84642283	0.02	0.14285714285714285
chr15-84642302	0.05	0.0
chr15-84642338	0.02	0.0
chr15-84642551	0.02	0.0
chr15-84642564	0.05	0.0
chr15-84642590	0.03	0.0
chr15-84642635	0.06	0.2
chr15-84642641	0.03	0.0
chr15-84642668	0.06	0.0
chr15-84642715	0.01	0.2
chr15-88478730	0.25	0.5
chr15-88478842	0.46	0.16666666666666666
chr15-88478868	0.11	0.5
chr15-88478909	0.41	0.16666666666666666
chr15-88478910	0.15	0.16666666666666666
chr15-88478944	0.1	0.16666666666666666
chr15-88480254	0.1	0.14285714285714285
chr15-88480289	0.07	0.14285714285714285
chr15-88480356	0.13	0.14285714285714285
chr15-88480374	0.08	0.14285714285714285
chr15-88480431	0.25	0.5
chr15-88480443	0.1	0.0
chr15-88480458	0.14	0.25
chr15-89201092	0.01	0.0
chr15-89832185	0.04	0.14285714285714285
chr15-89832278	0.08	0.125
chr15-89832281	0.19	0.375
chr15-89832322	0.04	0.0
chr15-89832336	0.89	0.25
chr15-89832344	0.07	0.0
chr15-89832349	0.03	0.0
chr15-89832361	0.07	0.375
chr15-89832411	0.09	0.0
chr15-89832543	0.27	0.25
chr15-89832546	0.04	0.125
chr15-89832556	0.7	0.375
chr15-89832557	0.05	0.375
chr15-89832561	0.08	0.25
chr15-89832610	0.19	0.125
chr15-89832627	0.77	0.875
chr15-89832640	0.28	0.0
chr15-89832666	0.03	0.0
chr15-89832667	0.13	0.0
chr15-89832668	0.05	0.0
chr15-89832669	0.12	0.2857142857142857
chr15-89832672	0.1	0.0
chr15-89832689	0.14	0.0
chr15-89832698	0.07	0.0
chr15-89832755	0.03	0.0
chr15-89832761	0.11	0.6
chr15-89832783	0.01	0.4
chr15-89834642	0.01	0.20512820512820512
chr15-89834654	0.02	0.0
chr15-89834655	0.01	0.0
chr15-89834673	0.03	0.13157894736842105
chr15-89834708	0.01	0.05128205128205128
chr15-89834717	0.03	0.3076923076923077
chr15-89834854	0.01	0.0
chr15-89897241	0.04	0.0
chr15-89897250	0.2	0.08333333333333333
chr15-89897263	0.02	0.0
chr15-89897267	0.08	0.0
chr15-89897268	0.03	0.08333333333333333
chr15-89897280	0.02	0.0
chr15-89897297	0.03	0.6363636363636364
chr15-89897319	0.01	1.0
chr15-89897322	0.46	0.3333333333333333
chr15-89897328	0.33	0.0
chr15-89897337	0.45	0.1
chr15-89897347	0.01	0.1
